date,hour,users, sessionLength,event_count
2019-02-09,18,65,272,72
2019-02-09,19,42,-174,48
2019-02-09,20,35,222,37
2019-02-09,21,27,291,27
2019-02-09,22,31,253,34
2019-02-09,23,24,-474,24
2019-02-10,0,42,-1270,49
2019-02-10,1,96,238,103
2019-02-10,2,111,238,118
2019-02-10,3,175,227,180
2019-02-10,4,162,156,182
2019-02-10,5,123,241,141
2019-02-10,6,178,210,201
2019-02-10,7,204,204,220
2019-02-10,8,204,202,222
2019-02-10,9,153,157,171
2019-02-10,10,189,142,207
2019-02-10,11,167,208,196
2019-02-10,12,184,266,207
2019-02-10,13,194,170,214
2019-02-10,14,173,262,190
2019-02-10,15,126,173,141
2019-02-10,16,149,244,164
2019-02-10,17,108,290,116
2019-02-10,18,66,375,67
2019-02-10,19,32,-538,33
2019-02-10,20,18,254,18
2019-02-10,21,38,120,42
2019-02-10,22,19,350,20
2019-02-10,23,28,297,29
2019-02-11,0,64,94,76
2019-02-11,1,112,209,121
2019-02-11,2,125,169,138
2019-02-11,3,189,199,202
2019-02-11,4,186,219,196
2019-02-11,5,149,218,164
2019-02-11,6,205,150,217
2019-02-11,7,226,248,254
2019-02-11,8,222,89,245
2019-02-11,9,175,103,189
2019-02-11,10,206,236,228
2019-02-11,11,181,141,197
2019-02-11,12,202,280,226
2019-02-11,13,202,237,225
2019-02-11,14,175,225,185
2019-02-11,15,166,-243,194
2019-02-11,16,179,235,195
2019-02-11,17,111,181,120
2019-02-11,18,93,139,104
2019-02-11,19,51,334,54
2019-02-11,20,40,-198,42
2019-02-11,21,38,268,39
2019-02-11,22,37,214,41
2019-02-11,23,29,287,30
2019-02-12,0,68,-4,74
2019-02-12,1,100,209,118
2019-02-12,2,143,193,154
2019-02-12,3,162,141,185
2019-02-12,4,170,140,256
2019-02-12,5,144,192,231
2019-02-12,6,191,193,209
2019-02-12,7,171,190,184
2019-02-12,8,194,234,212
2019-02-12,9,156,167,173
2019-02-12,10,160,61,178
2019-02-12,11,279,210,303
2019-02-12,12,185,241,206
2019-02-12,13,218,225,251
2019-02-12,14,210,222,229
2019-02-12,15,158,210,171
2019-02-12,16,145,297,156
2019-02-12,17,103,160,114
2019-02-12,18,63,291,69
2019-02-12,19,39,195,41
2019-02-12,20,33,193,39
2019-02-12,21,24,429,26
2019-02-12,22,39,370,50
2019-02-12,23,30,169,37
2019-02-13,0,56,179,62
2019-02-13,1,79,57,86
2019-02-13,2,108,347,119
2019-02-13,3,149,232,158
2019-02-13,4,168,198,180
2019-02-13,5,144,211,161
2019-02-13,6,180,234,199
2019-02-13,7,180,183,203
2019-02-13,8,234,177,262
2019-02-13,9,175,214,206
2019-02-13,10,162,190,177
2019-02-13,11,180,209,196
2019-02-13,12,155,200,174
2019-02-13,13,196,326,210
2019-02-13,14,180,174,196
2019-02-13,15,154,218,171
2019-02-13,16,136,-11,144
2019-02-13,17,106,229,112
2019-02-13,18,75,269,81
2019-02-13,19,42,374,44
2019-02-13,20,31,219,32
2019-02-13,21,38,124,41
2019-02-13,22,38,187,41
2019-02-13,23,33,214,36
2019-02-14,0,58,574,60
2019-02-14,1,76,243,81
2019-02-14,2,118,238,135
2019-02-14,3,179,199,185
2019-02-14,4,168,201,179
2019-02-14,5,141,209,155
2019-02-14,6,172,228,200
2019-02-14,7,187,157,203
2019-02-14,8,223,57,236
2019-02-14,9,157,25,173
2019-02-14,10,178,108,200
2019-02-14,11,206,185,221
2019-02-14,12,231,212,249
2019-02-14,13,228,190,252
2019-02-14,14,203,207,223
2019-02-14,15,215,-196,239
2019-02-14,16,151,250,171
2019-02-14,17,123,334,133
2019-02-14,18,80,338,87
2019-02-14,19,51,360,52
2019-02-14,20,42,419,44
2019-02-14,21,39,154,49
2019-02-14,22,34,330,40
2019-02-14,23,36,248,42
2019-02-15,0,65,304,73
2019-02-15,1,103,241,109
2019-02-15,2,139,1231,146
2019-02-15,3,174,239,187
2019-02-15,4,204,203,220
2019-02-15,5,233,227,258
2019-02-15,6,261,211,296
2019-02-15,7,235,215,259
2019-02-15,8,269,272,293
2019-02-15,9,242,243,279
2019-02-15,10,200,224,218
2019-02-15,11,187,226,215
2019-02-15,12,201,266,217
2019-02-15,13,219,254,244
2019-02-15,14,217,280,242
2019-02-15,15,159,318,177
2019-02-15,16,204,343,220
2019-02-15,17,115,303,119
2019-02-15,18,89,308,97
2019-02-15,19,39,350,42
2019-02-15,20,49,326,51
2019-02-15,21,33,295,34
2019-02-15,22,26,394,27
2019-02-15,23,31,215,32
2019-02-16,0,50,347,55
2019-02-16,1,92,241,97
2019-02-16,2,122,140,128
2019-02-16,3,143,260,158
2019-02-16,4,154,341,168
2019-02-16,5,182,238,188
2019-02-16,6,215,191,241
2019-02-16,7,220,204,240
2019-02-16,8,262,178,284
2019-02-16,9,200,191,219
2019-02-16,10,218,223,240
2019-02-16,11,197,218,211
2019-02-16,12,181,289,204
2019-02-16,13,258,181,282
2019-02-16,14,230,242,253
2019-02-16,15,211,276,239
2019-02-16,16,190,282,204
2019-02-16,17,103,310,118
2019-02-16,18,77,297,78
2019-02-16,19,39,340,45
2019-02-16,20,31,236,32
2019-02-16,21,39,86,44
2019-02-16,22,28,128,28
2019-02-16,23,40,139,40
2019-02-17,0,56,-43,57
2019-02-17,1,82,253,89
2019-02-17,2,139,291,144
2019-02-17,3,193,244,201
2019-02-17,4,165,127,178
2019-02-17,5,151,71,167
2019-02-17,6,158,162,179
2019-02-17,7,228,262,247
2019-02-17,8,256,197,273
2019-02-17,9,182,251,203
2019-02-17,10,166,236,177
2019-02-17,11,184,54,202
2019-02-17,12,212,231,234
2019-02-17,13,229,249,252
2019-02-17,14,206,282,234
2019-02-17,15,197,289,213
2019-02-17,16,163,303,177
2019-02-17,17,134,261,141
2019-02-17,18,84,286,90
2019-02-17,19,63,321,63
2019-02-17,20,32,204,37
2019-02-17,21,34,314,35
2019-02-17,22,33,204,34
2019-02-17,23,35,247,38
2019-02-18,0,59,189,62
2019-02-18,1,116,273,131
2019-02-18,2,167,210,190
2019-02-18,3,205,80,223
2019-02-18,4,185,226,201
2019-02-18,5,199,221,210
2019-02-18,6,286,132,311
2019-02-18,7,232,204,254
2019-02-18,8,267,250,290
2019-02-18,9,289,224,304
2019-02-18,10,260,268,284
2019-02-18,11,181,229,196
2019-02-18,12,227,99,242
2019-02-18,13,238,201,266
2019-02-18,14,213,2,236
2019-02-18,15,245,243,267
2019-02-18,16,190,314,221
2019-02-18,17,137,-232,145
2019-02-18,18,70,269,76
2019-02-18,19,56,389,59
2019-02-18,20,45,221,49
2019-02-18,21,37,145,37
2019-02-18,22,31,444,31
2019-02-18,23,46,161,50
2019-02-19,0,49,209,52
2019-02-19,1,105,188,113
2019-02-19,2,141,324,150
2019-02-19,3,170,257,189
2019-02-19,4,223,200,239
2019-02-19,5,214,278,251
2019-02-19,6,242,254,278
2019-02-19,7,226,180,253
2019-02-19,8,255,121,287
2019-02-19,9,207,292,245
2019-02-19,10,256,212,298
2019-02-19,11,246,246,271
2019-02-19,12,214,11,234
2019-02-19,13,237,45,251
2019-02-19,14,260,202,289
2019-02-19,15,181,272,197
2019-02-19,16,157,171,177
2019-02-19,17,106,356,117
2019-02-19,18,95,269,116
2019-02-19,19,66,303,69
2019-02-19,20,52,186,58
2019-02-19,21,29,169,30
2019-02-19,22,32,440,34
2019-02-19,23,38,-37,46
2019-02-20,0,58,229,64
2019-02-20,1,113,243,126
2019-02-20,2,123,215,132
2019-02-20,3,197,235,218
2019-02-20,4,213,232,231
2019-02-20,5,201,251,219
2019-02-20,6,228,236,257
2019-02-20,7,238,238,273
2019-02-20,8,235,216,262
2019-02-20,9,191,225,216
2019-02-20,10,217,155,233
2019-02-20,11,223,197,241
2019-02-20,12,206,247,232
2019-02-20,13,228,228,242
2019-02-20,14,183,207,197
2019-02-20,15,178,188,194
2019-02-20,16,154,243,178
2019-02-20,17,124,240,134
2019-02-20,18,67,307,74
2019-02-20,19,42,299,53
2019-02-20,20,39,333,56
2019-02-20,21,28,323,35
2019-02-20,22,22,249,24
2019-02-20,23,29,194,29
2019-02-21,0,52,194,54
2019-02-21,1,93,35,101
2019-02-21,2,121,303,136
2019-02-21,3,186,261,207
2019-02-21,4,141,186,153
2019-02-21,5,151,234,172
2019-02-21,6,171,243,201
2019-02-21,7,167,221,190
2019-02-21,8,191,201,201
2019-02-21,9,197,220,207
2019-02-21,10,190,293,215
2019-02-21,11,193,233,211
2019-02-21,12,214,224,230
2019-02-21,13,229,197,258
2019-02-21,14,190,215,209
2019-02-21,15,179,261,192
2019-02-21,16,227,112,243
2019-02-21,17,126,-7,137
2019-02-21,18,91,-54,98
2019-02-21,19,43,333,45
2019-02-21,20,37,266,40
2019-02-21,21,32,307,33
2019-02-21,22,44,158,49
2019-02-21,23,43,178,47
2019-02-22,0,67,174,80
2019-02-22,1,100,142,113
2019-02-22,2,139,325,155
2019-02-22,3,212,212,240
2019-02-22,4,221,-714,243
2019-02-22,5,204,241,221
2019-02-22,6,260,233,300
2019-02-22,7,309,225,345
2019-02-22,8,273,193,292
2019-02-22,9,261,209,284
2019-02-22,10,263,172,288
2019-02-22,11,217,205,249
2019-02-22,12,199,250,223
2019-02-22,13,239,228,274
2019-02-22,14,265,248,289
2019-02-22,15,204,-5,224
2019-02-22,16,183,-579,204
2019-02-22,17,139,290,149
2019-02-22,18,72,251,76
2019-02-22,19,49,-120,54
2019-02-22,20,30,530,31
2019-02-22,21,34,-405,37
2019-02-22,22,33,265,34
2019-02-22,23,45,262,48
2019-02-23,0,60,146,63
2019-02-23,1,98,-197,102
2019-02-23,2,139,242,163
2019-02-23,3,187,233,205
2019-02-23,4,205,217,232
2019-02-23,5,193,62,209
2019-02-23,6,236,235,261
2019-02-23,7,206,229,228
2019-02-23,8,250,215,270
2019-02-23,9,208,187,225
2019-02-23,10,193,150,206
2019-02-23,11,189,181,219
2019-02-23,12,207,177,228
2019-02-23,13,244,233,266
2019-02-23,14,241,244,257
2019-02-23,15,170,234,191
2019-02-23,16,155,299,182
2019-02-23,17,113,281,129
2019-02-23,18,70,279,77
2019-02-23,19,50,262,53
2019-02-23,20,40,257,46
2019-02-23,21,26,-461,28
2019-02-23,22,35,210,36
2019-02-23,23,34,-673,35
2019-02-24,0,51,226,56
2019-02-24,1,94,244,98
2019-02-24,2,122,223,142
2019-02-24,3,195,254,217
2019-02-24,4,187,218,211
2019-02-24,5,130,153,153
2019-02-24,6,158,189,170
2019-02-24,7,196,228,209
2019-02-24,8,271,235,290
2019-02-24,9,241,197,256
2019-02-24,10,259,202,282
2019-02-24,11,191,238,217
2019-02-24,12,184,249,201
2019-02-24,13,227,186,247
2019-02-24,14,194,170,204
2019-02-24,15,195,219,218
2019-02-24,16,145,215,161
2019-02-24,17,129,-49,138
2019-02-24,18,69,173,71
2019-02-24,19,41,285,44
2019-02-24,20,32,251,33
2019-02-24,21,26,257,28
2019-02-24,22,37,257,38
2019-02-24,23,31,380,34
2019-02-25,0,57,187,59
2019-02-25,1,85,274,90
2019-02-25,2,117,-62,124
2019-02-25,3,196,4,220
2019-02-25,4,213,152,230
2019-02-25,5,247,208,270
2019-02-25,6,185,200,223
2019-02-25,7,236,211,264
2019-02-25,8,259,196,280
2019-02-25,9,208,253,231
2019-02-25,10,220,408,268
2019-02-25,11,223,573,271
2019-02-25,12,199,195,236
2019-02-25,13,259,214,277
2019-02-25,14,266,236,292
2019-02-25,15,200,-98,219
2019-02-25,16,156,234,172
2019-02-25,17,130,237,139
2019-02-25,18,77,304,83
2019-02-25,19,49,207,53
2019-02-25,20,37,219,40
2019-02-25,21,27,225,30
2019-02-25,22,35,210,37
2019-02-25,23,42,263,46
2019-02-26,0,66,326,74
2019-02-26,1,112,245,124
2019-02-26,2,142,232,166
2019-02-26,3,229,211,245
2019-02-26,4,348,216,396
2019-02-26,5,329,242,362
2019-02-26,6,361,256,434
2019-02-26,7,520,195,618
2019-02-26,8,370,260,412
2019-02-26,9,301,238,365
2019-02-26,10,318,243,352
2019-02-26,11,376,189,432
2019-02-26,12,410,222,471
2019-02-26,13,377,273,417
2019-02-26,14,311,129,341
2019-02-26,15,253,258,281
2019-02-26,16,235,227,263
2019-02-26,17,150,272,173
2019-02-26,18,112,-85,122
2019-02-26,19,93,294,104
2019-02-26,20,41,140,44
2019-02-26,21,40,213,40
2019-02-26,22,34,306,34
2019-02-26,23,47,195,57
2019-02-27,0,61,256,63
2019-02-27,1,119,286,122
2019-02-27,2,158,246,174
2019-02-27,3,269,214,301
2019-02-27,4,231,251,248
2019-02-27,5,268,221,295
2019-02-27,6,279,234,309
2019-02-27,7,368,258,416
2019-02-27,8,408,197,452
2019-02-27,9,378,208,432
2019-02-27,10,318,113,362
2019-02-27,11,344,230,387
2019-02-27,12,291,234,327
2019-02-27,13,346,236,390
2019-02-27,14,310,158,341
2019-02-27,15,278,287,305
2019-02-27,16,289,149,314
2019-02-27,17,192,35,219
2019-02-27,18,97,377,110
2019-02-27,19,72,320,79
2019-02-27,20,43,162,47
2019-02-27,21,42,-327,45
2019-02-27,22,37,295,39
2019-02-27,23,44,316,46
2019-02-28,0,81,-82,91
2019-02-28,1,149,219,159
2019-02-28,2,229,249,242
2019-02-28,3,283,149,303
2019-02-28,4,229,212,259
2019-02-28,5,324,220,364
2019-02-28,6,334,189,376
2019-02-28,7,345,292,399
2019-02-28,8,344,182,379
2019-02-28,9,327,140,380
2019-02-28,10,282,203,332
2019-02-28,11,268,234,301
2019-02-28,12,271,7,296
2019-02-28,13,294,256,318
2019-02-28,14,250,188,273
2019-02-28,15,212,230,237
2019-02-28,16,195,233,206
2019-02-28,17,139,269,147
2019-02-28,18,84,253,90
2019-02-28,19,58,325,64
2019-02-28,20,43,228,45
2019-02-28,21,48,192,53
2019-02-28,22,45,244,54
2019-02-28,23,39,219,43
2019-03-01,0,74,146,79
2019-03-01,1,102,302,112
2019-03-01,2,135,28,146
2019-03-01,3,214,251,229
2019-03-01,4,254,276,281
2019-03-01,5,261,217,291
2019-03-01,6,349,209,392
2019-03-01,7,311,224,352
2019-03-01,8,331,229,356
2019-03-01,9,296,214,343
2019-03-01,10,315,254,360
2019-03-01,11,227,211,243
2019-03-01,12,218,238,243
2019-03-01,13,257,182,276
2019-03-01,14,228,221,259
2019-03-01,15,228,149,255
2019-03-01,16,193,240,208
2019-03-01,17,125,365,143
2019-03-01,18,76,284,81
2019-03-01,19,52,257,58
2019-03-01,20,35,334,36
2019-03-01,21,35,300,37
2019-03-01,22,29,175,31
2019-03-01,23,45,339,47
2019-03-02,0,67,233,78
2019-03-02,1,119,240,123
2019-03-02,2,128,203,136
2019-03-02,3,198,-16,216
2019-03-02,4,257,198,282
2019-03-02,5,210,101,232
2019-03-02,6,200,223,229
2019-03-02,7,230,135,254
2019-03-02,8,262,204,289
2019-03-02,9,201,186,216
2019-03-02,10,295,289,319
2019-03-02,11,252,220,278
2019-03-02,12,247,202,269
2019-03-02,13,294,210,339
2019-03-02,14,244,265,270
2019-03-02,15,221,256,249
2019-03-02,16,212,255,234
2019-03-02,17,151,517,173
2019-03-02,18,85,286,112
2019-03-02,19,66,178,75
2019-03-02,20,37,-37,39
2019-03-02,21,29,161,33
2019-03-02,22,30,215,32
2019-03-02,23,38,-148,45
2019-03-03,0,84,229,92
2019-03-03,1,111,254,126
2019-03-03,2,134,209,146
2019-03-03,3,205,216,223
2019-03-03,4,182,60,194
2019-03-03,5,145,313,161
2019-03-03,6,174,208,187
2019-03-03,7,147,259,163
2019-03-03,8,234,196,252
2019-03-03,9,160,240,166
2019-03-03,10,201,260,227
2019-03-03,11,194,246,216
2019-03-03,12,237,232,258
2019-03-03,13,284,252,308
2019-03-03,14,274,195,296
2019-03-03,15,205,180,234
2019-03-03,16,176,-183,197
2019-03-03,17,104,-36,111
2019-03-03,18,67,245,72
2019-03-03,19,39,247,43
2019-03-03,20,28,189,30
2019-03-03,21,23,266,24
2019-03-03,22,33,208,37
2019-03-03,23,33,159,34
2019-03-04,0,60,139,62
2019-03-04,1,85,32,88
2019-03-04,2,135,244,151
2019-03-04,3,168,211,182
2019-03-04,4,158,215,166
2019-03-04,5,193,245,220
2019-03-04,6,209,215,243
2019-03-04,7,221,221,245
2019-03-04,8,274,-33,306
2019-03-04,9,254,184,279
2019-03-04,10,253,185,279
2019-03-04,11,227,241,256
2019-03-04,12,222,222,251
2019-03-04,13,243,-98,261
2019-03-04,14,226,227,253
2019-03-04,15,175,-152,190
2019-03-04,16,180,241,192
2019-03-04,17,101,293,104
2019-03-04,18,87,310,92
2019-03-04,19,44,346,47
2019-03-04,20,39,239,42
2019-03-04,21,41,354,44
2019-03-04,22,34,196,37
2019-03-04,23,40,238,44
2019-03-05,0,67,209,81
2019-03-05,1,98,234,107
2019-03-05,2,147,150,162
2019-03-05,3,153,237,165
2019-03-05,4,163,189,178
2019-03-05,5,199,174,227
2019-03-05,6,207,145,240
2019-03-05,7,227,184,260
2019-03-05,8,258,217,282
2019-03-05,9,247,190,279
2019-03-05,10,203,159,239
2019-03-05,11,245,184,275
2019-03-05,12,195,227,223
2019-03-05,13,235,192,258
2019-03-05,14,201,-17,224
2019-03-05,15,147,213,171
2019-03-05,16,166,305,183
2019-03-05,17,123,309,140
2019-03-05,18,77,243,80
2019-03-05,19,47,172,50
2019-03-05,20,45,261,45
2019-03-05,21,30,238,31
2019-03-05,22,31,274,36
2019-03-05,23,32,188,36
2019-03-06,0,70,190,76
2019-03-06,1,113,265,122
2019-03-06,2,118,181,126
2019-03-06,3,182,207,216
2019-03-06,4,200,197,234
2019-03-06,5,210,240,231
2019-03-06,6,275,209,320
2019-03-06,7,233,227,281
2019-03-06,8,299,233,345
2019-03-06,9,263,201,287
2019-03-06,10,224,203,249
2019-03-06,11,223,168,269
2019-03-06,12,201,208,222
2019-03-06,13,229,221,255
2019-03-06,14,231,251,249
2019-03-06,15,161,205,174
2019-03-06,16,168,-2,185
2019-03-06,17,117,264,121
2019-03-06,18,73,272,75
2019-03-06,19,41,261,45
2019-03-06,20,35,243,36
2019-03-06,21,42,87,42
2019-03-06,22,47,203,54
2019-03-06,23,29,150,30
2019-03-07,0,72,276,84
2019-03-07,1,91,299,104
2019-03-07,2,126,252,138
2019-03-07,3,194,39,209
2019-03-07,4,193,120,214
2019-03-07,5,212,68,250
2019-03-07,6,260,232,309
2019-03-07,7,286,175,343
2019-03-07,8,273,186,337
2019-03-07,9,234,249,292
2019-03-07,10,264,253,299
2019-03-07,11,218,138,241
2019-03-07,12,196,235,222
2019-03-07,13,193,190,213
2019-03-07,14,248,12,282
2019-03-07,15,178,195,224
2019-03-07,16,168,262,184
2019-03-07,17,107,219,119
2019-03-07,18,69,16,75
2019-03-07,19,54,377,64
2019-03-07,20,43,234,49
2019-03-07,21,39,241,40
2019-03-07,22,29,43,33
2019-03-07,23,31,123,31
2019-03-08,0,49,-171,53
2019-03-08,1,70,231,77
2019-03-08,2,97,169,106
2019-03-08,3,155,206,169
2019-03-08,4,161,261,182
2019-03-08,5,222,212,249
2019-03-08,6,227,238,247
2019-03-08,7,236,164,256
2019-03-08,8,269,179,309
2019-03-08,9,285,218,314
2019-03-08,10,229,184,255
2019-03-08,11,255,206,286
2019-03-08,12,245,216,266
2019-03-08,13,240,186,260
2019-03-08,14,238,222,278
2019-03-08,15,260,229,290
2019-03-08,16,195,292,225
2019-03-08,17,137,229,150
2019-03-08,18,74,347,76
2019-03-08,19,40,212,41
2019-03-08,20,22,232,22
2019-03-08,21,43,222,47
2019-03-08,22,36,-89,39
2019-03-08,23,41,39,43
2019-03-09,0,72,250,81
2019-03-09,1,108,299,112
2019-03-09,2,149,213,164
2019-03-09,3,208,150,222
2019-03-09,4,202,219,224
2019-03-09,5,174,232,190
2019-03-09,6,236,210,264
2019-03-09,7,232,78,243
2019-03-09,8,222,208,248
2019-03-09,9,190,176,214
2019-03-09,10,262,200,280
2019-03-09,11,181,211,199
2019-03-09,12,184,244,213
2019-03-09,13,279,239,296
2019-03-09,14,212,217,241
2019-03-09,15,196,283,215
2019-03-09,16,159,272,177
2019-03-09,17,106,92,114
2019-03-09,18,62,272,66
2019-03-09,19,51,295,57
2019-03-09,20,36,-581,39
2019-03-09,21,25,338,26
2019-03-09,22,29,-54,30
2019-03-09,23,37,349,37
2019-03-10,0,50,247,54
2019-03-10,1,99,306,108
2019-03-10,2,150,22,161
2019-03-10,3,194,230,209
2019-03-10,4,182,237,198
2019-03-10,5,261,-82,285
2019-03-10,6,227,201,252
2019-03-10,7,278,190,297
2019-03-10,8,265,439,296
2019-03-10,9,175,245,193
2019-03-10,10,227,195,250
2019-03-10,11,241,-120,260
2019-03-10,12,278,232,305
2019-03-10,13,251,105,273
2019-03-10,14,226,121,255
2019-03-10,15,214,233,242
2019-03-10,16,188,253,199
2019-03-10,17,201,97,220
2019-03-10,18,102,184,109
2019-03-10,19,57,268,60
2019-03-10,20,48,268,51
2019-03-10,21,35,345,35
2019-03-10,22,25,69,27
2019-03-10,23,42,262,43
2019-03-11,0,84,114,91
2019-03-11,1,155,150,165
2019-03-11,2,162,243,172
2019-03-11,3,187,211,197
2019-03-11,4,196,193,224
2019-03-11,5,229,152,251
2019-03-11,6,261,197,300
2019-03-11,7,275,179,310
2019-03-11,8,311,212,339
2019-03-11,9,315,161,356
2019-03-11,10,259,229,284
2019-03-11,11,284,-122,303
2019-03-11,12,231,188,259
2019-03-11,13,239,222,261
2019-03-11,14,231,43,263
2019-03-11,15,200,110,252
2019-03-11,16,191,252,211
2019-03-11,17,137,186,156
2019-03-11,18,73,385,85
2019-03-11,19,53,243,60
2019-03-11,20,30,353,33
2019-03-11,21,31,218,33
2019-03-11,22,27,182,29
2019-03-11,23,39,175,45
2019-03-12,0,75,247,89
2019-03-12,1,136,254,153
2019-03-12,2,152,292,164
2019-03-12,3,221,343,238
2019-03-12,4,195,190,210
2019-03-12,5,266,229,292
2019-03-12,6,247,144,270
2019-03-12,7,280,242,310
2019-03-12,8,332,198,373
2019-03-12,9,262,-47,299
2019-03-12,10,261,276,302
2019-03-12,11,269,278,312
2019-03-12,12,266,214,299
2019-03-12,13,307,74,352
2019-03-12,14,274,243,304
2019-03-12,15,203,219,235
2019-03-12,16,221,315,243
2019-03-12,17,118,246,138
2019-03-12,18,100,289,110
2019-03-12,19,49,310,56
2019-03-12,20,37,369,39
2019-03-12,21,36,273,43
2019-03-12,22,37,256,42
2019-03-12,23,37,262,40
2019-03-13,0,57,10,62
2019-03-13,1,123,773,134
2019-03-13,2,167,235,184
2019-03-13,3,242,225,268
2019-03-13,4,295,45,320
2019-03-13,5,209,260,223
2019-03-13,6,238,230,284
2019-03-13,7,242,223,265
2019-03-13,8,301,226,343
2019-03-13,9,257,192,323
2019-03-13,10,280,191,340
2019-03-13,11,243,43,284
2019-03-13,12,230,137,271
2019-03-13,13,238,195,263
2019-03-13,14,258,191,278
2019-03-13,15,197,338,224
2019-03-13,16,190,300,209
2019-03-13,17,127,284,142
2019-03-13,18,84,335,93
2019-03-13,19,46,304,50
2019-03-13,20,34,227,36
2019-03-13,21,27,189,29
2019-03-13,22,36,-96,43
2019-03-13,23,41,159,41
2019-03-14,0,70,114,73
2019-03-14,1,108,160,112
2019-03-14,2,144,256,156
2019-03-14,3,169,215,182
2019-03-14,4,170,212,202
2019-03-14,5,192,192,235
2019-03-14,6,250,217,301
2019-03-14,7,223,191,278
2019-03-14,8,295,286,337
2019-03-14,9,318,224,366
2019-03-14,10,324,98,382
2019-03-14,11,234,238,296
2019-03-14,12,205,-452,233
2019-03-14,13,254,184,282
2019-03-14,14,222,192,239
2019-03-14,15,266,23,291
2019-03-14,16,207,201,225
2019-03-14,17,161,183,175
2019-03-14,18,87,354,100
2019-03-14,19,67,255,74
2019-03-14,20,38,272,42
2019-03-14,21,40,256,42
2019-03-14,22,43,207,48
2019-03-14,23,53,84,56
2019-03-15,0,99,181,102
2019-03-15,1,113,227,126
2019-03-15,2,131,246,145
2019-03-15,3,198,228,213
2019-03-15,4,231,195,268
2019-03-15,5,234,240,267
2019-03-15,6,238,236,272
2019-03-15,7,226,218,262
2019-03-15,8,253,190,298
2019-03-15,9,264,343,295
2019-03-15,10,237,234,267
2019-03-15,11,254,180,285
2019-03-15,12,250,189,274
2019-03-15,13,278,141,313
2019-03-15,14,265,236,283
2019-03-15,15,219,217,240
2019-03-15,16,215,220,233
2019-03-15,17,160,187,179
2019-03-15,18,95,337,107
2019-03-15,19,60,286,64
2019-03-15,20,49,384,54
2019-03-15,21,38,257,47
2019-03-15,22,49,273,53
2019-03-15,23,48,165,54
2019-03-16,0,79,257,84
2019-03-16,1,108,255,118
2019-03-16,2,150,253,155
2019-03-16,3,170,233,184
2019-03-16,4,171,238,183
2019-03-16,5,165,226,183
2019-03-16,6,222,237,241
2019-03-16,7,224,136,251
2019-03-16,8,261,223,281
2019-03-16,9,232,199,255
2019-03-16,10,221,299,242
2019-03-16,11,309,232,346
2019-03-16,12,259,252,277
2019-03-16,13,316,241,352
2019-03-16,14,280,71,317
2019-03-16,15,245,245,266
2019-03-16,16,235,250,251
2019-03-16,17,173,-143,193
2019-03-16,18,127,272,147
2019-03-16,19,68,-55,69
2019-03-16,20,49,290,50
2019-03-16,21,42,334,45
2019-03-16,22,33,34,34
2019-03-16,23,48,420,49
2019-03-17,0,81,84,96
2019-03-17,1,133,250,142
2019-03-17,2,184,242,199
2019-03-17,3,205,257,224
2019-03-17,4,229,251,240
2019-03-17,5,282,232,304
2019-03-17,6,290,145,321
2019-03-17,7,284,273,309
2019-03-17,8,314,15,338
2019-03-17,9,289,120,316
2019-03-17,10,285,174,311
2019-03-17,11,274,188,303
2019-03-17,12,268,229,292
2019-03-17,13,305,281,329
2019-03-17,14,345,236,371
2019-03-17,15,333,179,368
2019-03-17,16,217,256,244
2019-03-17,17,165,273,176
2019-03-17,18,95,230,105
2019-03-17,19,64,167,67
2019-03-17,20,35,215,39
2019-03-17,21,35,225,43
2019-03-17,22,36,101,38
2019-03-17,23,73,163,76
2019-03-18,0,91,483,99
2019-03-18,1,143,250,156
2019-03-18,2,179,169,194
2019-03-18,3,224,215,237
2019-03-18,4,237,166,258
2019-03-18,5,237,179,275
2019-03-18,6,234,231,261
2019-03-18,7,285,236,331
2019-03-18,8,321,-87,371
2019-03-18,9,301,139,347
2019-03-18,10,288,224,340
2019-03-18,11,257,218,323
2019-03-18,12,246,232,282
2019-03-18,13,343,216,370
2019-03-18,14,306,387,343
2019-03-18,15,281,-170,317
2019-03-18,16,218,36,236
2019-03-18,17,153,235,175
2019-03-18,18,90,279,103
2019-03-18,19,64,4,69
2019-03-18,20,45,324,49
2019-03-18,21,32,-478,36
2019-03-18,22,57,245,71
2019-03-18,23,65,-156,67
2019-03-19,0,81,260,86
2019-03-19,1,151,260,164
2019-03-19,2,195,207,210
2019-03-19,3,258,163,276
2019-03-19,4,272,323,294
2019-03-19,5,288,73,343
2019-03-19,6,341,211,409
2019-03-19,7,331,181,386
2019-03-19,8,347,215,397
2019-03-19,9,335,171,393
2019-03-19,10,345,3,413
2019-03-19,11,266,221,316
2019-03-19,12,263,235,298
2019-03-19,13,285,813,309
2019-03-19,14,247,141,281
2019-03-19,15,240,259,263
2019-03-19,16,190,277,216
2019-03-19,17,162,-10,176
2019-03-19,18,80,339,86
2019-03-19,19,48,385,51
2019-03-19,20,38,215,41
2019-03-19,21,34,122,36
2019-03-19,22,33,129,34
2019-03-19,23,65,194,75
2019-03-20,0,83,203,90
2019-03-20,1,139,104,156
2019-03-20,2,146,113,165
2019-03-20,3,197,98,219
2019-03-20,4,237,-117,268
2019-03-20,5,280,181,336
2019-03-20,6,206,203,245
2019-03-20,7,256,253,302
2019-03-20,8,333,247,360
2019-03-20,9,321,203,375
