hour,date,users,event_count,event_name,day
15,2019-01-20,2,2,bST,0
15,2019-01-20,6,12,aS,0
15,2019-01-20,2,5,aS,1
15,2019-01-20,3,3,bBCD,0
15,2019-01-20,8,8,aO,0
15,2019-01-20,1,1,aO,14
15,2019-01-20,2,2,aO,1
15,2019-01-20,6,13,cFE,0
15,2019-01-20,2,2,nR,0
15,2019-01-20,4,8,sD,0
15,2019-01-20,7,22,fL,0
15,2019-01-20,2,2,nR,1
16,2019-01-20,1,1,nO,7
16,2019-01-20,1,1,nR,7
16,2019-01-20,1,26,cFE,45
16,2019-01-20,2,3,bBCA,0
16,2019-01-20,1,4,fL,45
16,2019-01-20,1,4,cFE,0
16,2019-01-20,1,1,aO,7
16,2019-01-20,1,13,sD,45
16,2019-01-20,1,6,fL,0
16,2019-01-20,1,1,aO,45
16,2019-01-20,3,3,aO,0
16,2019-01-20,1,23,aS,45
16,2019-01-20,2,2,bBCD,0
16,2019-01-20,1,2,bBCD,45
16,2019-01-20,1,5,bBCA,45
17,2019-01-20,8,43,cFE,0
17,2019-01-20,6,22,sD,0
17,2019-01-20,1,3,sD,21
17,2019-01-20,6,17,bBCA,0
17,2019-01-20,6,9,bBCD,0
17,2019-01-20,1,8,fL,21
17,2019-01-20,1,1,aO,21
17,2019-01-20,1,1,bBCD,21
17,2019-01-20,11,15,aO,0
17,2019-01-20,1,2,bBCA,21
17,2019-01-20,2,6,aS,0
17,2019-01-20,1,1,nR,0
17,2019-01-20,9,35,fL,0
18,2019-01-20,1,1,bBCA,21
18,2019-01-20,5,30,fL,0
18,2019-01-20,1,1,bST,14
18,2019-01-20,1,2,aS,14
18,2019-01-20,9,13,aO,0
18,2019-01-20,3,4,aS,0
18,2019-01-20,4,5,bBCD,0
18,2019-01-20,1,2,sD,21
18,2019-01-20,1,1,bBCD,21
18,2019-01-20,1,1,sD,14
18,2019-01-20,1,1,bBCA,14
18,2019-01-20,1,3,fL,14
18,2019-01-20,2,2,aO,21
18,2019-01-20,3,326,cFE,0
18,2019-01-20,1,1,nR,0
18,2019-01-20,1,2,aO,14
18,2019-01-20,2,4,fL,21
18,2019-01-20,5,8,bBCA,0
18,2019-01-20,3,5,sD,0
19,2019-01-20,1,1,aO,0
19,2019-01-20,1,1,fL,14
19,2019-01-20,1,1,aS,0
19,2019-01-20,1,1,aO,14
19,2019-01-20,1,2,fL,0
19,2019-01-20,1,1,nR,1
19,2019-01-20,1,1,sD,0
19,2019-01-20,1,1,nR,0
20,2019-01-20,2,18,cFE,0
20,2019-01-20,2,6,fL,0
20,2019-01-20,1,1,aO,14
20,2019-01-20,1,1,aO,7
20,2019-01-20,1,1,fL,14
20,2019-01-20,1,1,nO,7
20,2019-01-20,2,2,aO,0
20,2019-01-20,1,2,sD,0
20,2019-01-20,1,4,aS,0
21,2019-01-20,1,5,cFE,0
21,2019-01-20,1,1,bBCD,14
21,2019-01-20,1,5,fL,14
21,2019-01-20,1,6,cFE,14
21,2019-01-20,2,2,aO,0
21,2019-01-20,1,12,sD,14
21,2019-01-20,1,1,bBCA,0
21,2019-01-20,1,1,bBCA,14
21,2019-01-20,1,8,bST,14
21,2019-01-20,1,3,aO,14
21,2019-01-20,1,1,sD,0
21,2019-01-20,1,3,fL,0
21,2019-01-20,1,1,nR,14
22,2019-01-20,1,1,cFE,14
22,2019-01-20,1,2,aS,0
22,2019-01-20,5,29,fL,0
22,2019-01-20,6,8,bBCA,0
22,2019-01-20,1,1,bBCA,14
22,2019-01-20,1,1,aO,14
22,2019-01-20,3,12,sD,0
22,2019-01-20,6,8,aO,0
22,2019-01-20,1,1,aO,1
22,2019-01-20,1,2,bST,14
22,2019-01-20,5,10,cFE,0
22,2019-01-20,2,7,fL,14
22,2019-01-20,1,1,cFE,1
22,2019-01-20,1,1,nO,0
22,2019-01-20,5,6,bBCD,0
22,2019-01-20,1,2,bST,0
22,2019-01-20,1,4,aS,14
22,2019-01-20,1,3,sD,14
23,2019-01-20,1,1,bBCD,14
23,2019-01-20,1,2,fL,14
23,2019-01-20,1,1,aO,14
23,2019-01-20,1,3,aS,0
23,2019-01-20,1,9,aS,14
23,2019-01-20,3,3,bBCA,0
23,2019-01-20,2,4,sD,0
23,2019-01-20,2,4,bBCA,14
23,2019-01-20,1,1,aO,1
23,2019-01-20,1,9,sD,14
23,2019-01-20,2,2,bST,14
23,2019-01-20,3,3,cFE,0
23,2019-01-20,1,2,fL,1
23,2019-01-20,3,4,aO,0
23,2019-01-20,1,1,nR,0
23,2019-01-20,3,5,fL,0
23,2019-01-20,2,2,bBCD,0
0,2019-01-21,1,2,fL,7
0,2019-01-21,2,13,fL,1
0,2019-01-21,1,1,bBCD,14
0,2019-01-21,3,4,aO,1
0,2019-01-21,1,1,bST,0
0,2019-01-21,6,7,bBCD,0
0,2019-01-21,1,1,aO,7
0,2019-01-21,2,2,sD,1
0,2019-01-21,1,4,fL,14
0,2019-01-21,1,1,nR,1
0,2019-01-21,15,17,aO,0
0,2019-01-21,1,1,nR,45
0,2019-01-21,1,1,aO,14
0,2019-01-21,3,3,nR,0
0,2019-01-21,2,2,bBCD,1
0,2019-01-21,12,115,cFE,0
0,2019-01-21,2,2,bBCA,1
0,2019-01-21,1,9,aS,14
0,2019-01-21,1,3,sD,21
0,2019-01-21,1,2,bBCA,14
0,2019-01-21,1,1,bBCA,21
0,2019-01-21,1,7,sD,14
0,2019-01-21,2,5,aS,0
0,2019-01-21,7,9,bBCA,0
0,2019-01-21,9,17,sD,0
0,2019-01-21,1,1,cFE,14
0,2019-01-21,2,2,nO,0
0,2019-01-21,11,20,fL,0
1,2019-01-21,2,8,fL,1
1,2019-01-21,2,7,sD,7
1,2019-01-21,2,7,sD,14
1,2019-01-21,2,9,bST,0
1,2019-01-21,1,1,nO,0
1,2019-01-21,2,3,cFE,7
1,2019-01-21,3,4,aO,7
1,2019-01-21,6,27,aS,0
1,2019-01-21,2,2,nR,0
1,2019-01-21,1,1,bBCA,1
1,2019-01-21,1,1,bBCD,1
1,2019-01-21,1,2,nO,7
1,2019-01-21,1,1,bBCD,14
1,2019-01-21,12,64,sD,0
1,2019-01-21,23,26,aO,0
1,2019-01-21,22,756,cFE,0
1,2019-01-21,2,3,fL,14
1,2019-01-21,3,84,cFE,1
1,2019-01-21,1,1,bBCA,14
1,2019-01-21,1,2,nR,7
1,2019-01-21,3,10,fL,7
1,2019-01-21,2,2,aO,14
1,2019-01-21,2,2,nR,1
1,2019-01-21,2,3,sD,1
1,2019-01-21,13,24,bBCA,0
1,2019-01-21,11,13,bBCD,0
1,2019-01-21,1,1,bST,14
1,2019-01-21,3,3,aO,1
1,2019-01-21,21,64,fL,0
2,2019-01-21,3,4,nR,0
2,2019-01-21,2,8,fL,7
2,2019-01-21,8,11,bBCD,0
2,2019-01-21,1,1,bBCD,1
2,2019-01-21,1,1,bBCA,21
2,2019-01-21,2,4,sD,1
2,2019-01-21,1,1,cFE,21
2,2019-01-21,1,1,nO,0
2,2019-01-21,1,1,nR,45
2,2019-01-21,1,1,nO,1
2,2019-01-21,1,1,bBCD,14
2,2019-01-21,1,1,bBCA,1
2,2019-01-21,1,1,bBCD,7
2,2019-01-21,2,14,fL,21
2,2019-01-21,2,5,fL,1
2,2019-01-21,2,3,bST,0
2,2019-01-21,2,2,aO,21
2,2019-01-21,1,1,nR,1
2,2019-01-21,16,23,aO,0
2,2019-01-21,1,2,bST,7
2,2019-01-21,1,1,bBCA,7
2,2019-01-21,1,7,aS,7
2,2019-01-21,1,5,fL,14
2,2019-01-21,2,2,aO,7
2,2019-01-21,2,8,sD,21
2,2019-01-21,1,3,sD,7
2,2019-01-21,14,247,cFE,0
2,2019-01-21,1,1,bBCA,14
2,2019-01-21,1,3,sD,14
2,2019-01-21,1,2,cFE,7
2,2019-01-21,10,16,bBCA,0
2,2019-01-21,13,53,sD,0
2,2019-01-21,13,37,fL,0
2,2019-01-21,5,17,aS,0
2,2019-01-21,2,2,aO,1
2,2019-01-21,1,1,cFE,14
2,2019-01-21,2,2,aO,14
3,2019-01-21,3,5,fL,1
3,2019-01-21,2,2,bBCD,7
3,2019-01-21,1,1,nO,14
3,2019-01-21,1,1,nR,21
3,2019-01-21,3,3,aO,14
3,2019-01-21,6,18,bBCA,0
3,2019-01-21,2,5,fL,14
3,2019-01-21,1,1,bBCA,1
3,2019-01-21,6,6,nR,7
3,2019-01-21,15,780,cFE,0
3,2019-01-21,10,52,sD,0
3,2019-01-21,1,1,nO,21
3,2019-01-21,2,2,aS,0
3,2019-01-21,20,24,aO,0
3,2019-01-21,1,4,aS,1
3,2019-01-21,10,11,nR,1
3,2019-01-21,1,2,fL,21
3,2019-01-21,1,4,sD,1
3,2019-01-21,2,2,bST,0
3,2019-01-21,3,3,nO,1
3,2019-01-21,16,39,fL,0
3,2019-01-21,1,1,fL,7
3,2019-01-21,1,1,cFE,14
3,2019-01-21,1,1,bBCD,1
3,2019-01-21,2,2,aO,7
3,2019-01-21,1,5,sD,21
3,2019-01-21,1,4,bST,1
3,2019-01-21,3,3,nR,0
3,2019-01-21,1,6,cFE,7
3,2019-01-21,5,5,bBCD,0
3,2019-01-21,2,2,bBCD,14
3,2019-01-21,1,1,aS,14
3,2019-01-21,3,3,aO,1
3,2019-01-21,2,2,bBCA,14
3,2019-01-21,2,2,bBCA,7
4,2019-01-21,1,1,cFE,45
4,2019-01-21,2,3,aS,0
4,2019-01-21,3,4,aO,7
4,2019-01-21,11,19,bBCA,0
4,2019-01-21,1,2,sD,1
4,2019-01-21,2,6,fL,45
4,2019-01-21,3,14,fL,7
4,2019-01-21,2,6,sD,45
4,2019-01-21,2,2,bBCD,14
4,2019-01-21,8,10,bBCD,0
4,2019-01-21,3,3,aO,14
4,2019-01-21,2,3,sD,14
4,2019-01-21,3,3,aO,1
4,2019-01-21,25,37,aO,0
4,2019-01-21,2,2,aO,45
4,2019-01-21,8,10,nR,1
4,2019-01-21,1,1,nR,45
4,2019-01-21,2,2,nO,14
4,2019-01-21,1,1,nR,14
4,2019-01-21,2,4,cFE,7
4,2019-01-21,2,2,bST,0
4,2019-01-21,2,8,aS,45
4,2019-01-21,2,2,nR,7
4,2019-01-21,1,1,bBCA,1
4,2019-01-21,2,26,aS,7
4,2019-01-21,1,1,bBCA,45
4,2019-01-21,1,1,bBCA,7
4,2019-01-21,3,28,sD,7
4,2019-01-21,2,6,bST,45
4,2019-01-21,1,2,aS,14
4,2019-01-21,2,2,bBCA,14
4,2019-01-21,20,621,cFE,0
4,2019-01-21,1,1,nR,0
4,2019-01-21,1,1,bBCD,1
4,2019-01-21,1,1,bBCD,7
4,2019-01-21,4,9,fL,14
4,2019-01-21,1,2,fL,1
4,2019-01-21,1,6,bST,7
4,2019-01-21,14,61,sD,0
4,2019-01-21,19,69,fL,0
5,2019-01-21,1,1,aO,45
5,2019-01-21,1,2,fL,14
5,2019-01-21,1,1,nO,1
5,2019-01-21,1,1,sD,1
5,2019-01-21,4,9,fL,1
5,2019-01-21,1,1,bBCA,14
5,2019-01-21,2,2,nR,21
5,2019-01-21,1,1,bST,45
5,2019-01-21,1,1,nR,7
5,2019-01-21,1,2,bBCA,45
5,2019-01-21,1,5,sD,7
5,2019-01-21,3,4,aO,1
5,2019-01-21,1,4,fL,21
5,2019-01-21,1,1,bBCD,14
5,2019-01-21,6,19,sD,0
5,2019-01-21,1,4,aS,45
5,2019-01-21,10,14,bBCD,0
5,2019-01-21,3,5,fL,7
5,2019-01-21,2,2,aO,14
5,2019-01-21,2,3,aS,1
5,2019-01-21,1,5,bST,7
5,2019-01-21,12,17,aO,0
5,2019-01-21,3,7,aS,0
5,2019-01-21,13,38,fL,0
5,2019-01-21,3,3,bBCA,1
5,2019-01-21,10,18,bBCA,0
5,2019-01-21,1,5,aS,7
5,2019-01-21,1,20,sD,21
5,2019-01-21,1,3,sD,45
5,2019-01-21,1,1,nO,14
5,2019-01-21,2,4,bST,1
5,2019-01-21,14,196,cFE,0
5,2019-01-21,3,3,bBCD,1
5,2019-01-21,1,1,nR,45
5,2019-01-21,1,1,nO,7
5,2019-01-21,5,7,nR,1
5,2019-01-21,2,2,aO,7
5,2019-01-21,1,2,bBCD,45
6,2019-01-21,1,1,bBCD,21
6,2019-01-21,4,7,bBCD,0
6,2019-01-21,4,5,aO,7
6,2019-01-21,1,3,aS,21
6,2019-01-21,5,14,bBCA,0
6,2019-01-21,1,1,aO,21
6,2019-01-21,22,28,aO,0
6,2019-01-21,1,2,aO,1
6,2019-01-21,1,3,fL,21
6,2019-01-21,3,5,nR,7
6,2019-01-21,2,3,nR,1
6,2019-01-21,3,6,cFE,7
6,2019-01-21,3,40,sD,7
6,2019-01-21,19,40,fL,0
6,2019-01-21,1,3,nR,0
6,2019-01-21,1,8,aS,1
6,2019-01-21,1,1,nO,7
6,2019-01-21,4,30,aS,7
6,2019-01-21,18,162,cFE,0
6,2019-01-21,1,3,sD,21
6,2019-01-21,1,2,bBCA,21
6,2019-01-21,1,5,fL,1
6,2019-01-21,5,13,aS,0
6,2019-01-21,4,29,fL,7
6,2019-01-21,1,1,bST,1
6,2019-01-21,1,2,bST,0
6,2019-01-21,8,25,sD,0
6,2019-01-21,1,19,cFE,1
6,2019-01-21,2,2,bST,7
6,2019-01-21,2,2,bBCA,7
6,2019-01-21,1,6,bST,21
6,2019-01-21,1,7,sD,1
7,2019-01-21,1,1,aO,45
7,2019-01-21,2,2,bBCD,14
7,2019-01-21,3,8,sD,0
7,2019-01-21,1,1,nR,0
7,2019-01-21,1,2,sD,1
7,2019-01-21,1,2,bST,14
7,2019-01-21,1,1,nR,7
7,2019-01-21,8,1281,cFE,0
7,2019-01-21,2,2,aO,14
7,2019-01-21,2,2,bBCA,14
7,2019-01-21,2,2,bBCD,0
7,2019-01-21,1,1,nR,14
7,2019-01-21,1,4,nO,1
7,2019-01-21,2,2,aO,1
7,2019-01-21,2,5,sD,14
7,2019-01-21,2,5,fL,14
7,2019-01-21,1,1,cFE,14
7,2019-01-21,4,11,fL,0
7,2019-01-21,4,6,bBCA,0
7,2019-01-21,2,5,bBCA,1
7,2019-01-21,2,2,bBCD,1
7,2019-01-21,3,3,nR,1
7,2019-01-21,9,11,aO,0
7,2019-01-21,2,9,fL,1
8,2019-01-21,2,11,sD,7
8,2019-01-21,1,7,cFE,1
8,2019-01-21,15,15,nR,0
8,2019-01-21,2,2,bBCA,1
8,2019-01-21,4,4,nO,0
8,2019-01-21,8,22,sD,0
8,2019-01-21,1,2,bST,21
8,2019-01-21,1,1,bBCD,45
8,2019-01-21,3,5,bST,0
8,2019-01-21,1,3,aO,7
8,2019-01-21,1,3,nO,7
8,2019-01-21,1,1,bBCD,21
8,2019-01-21,2,2,bBCD,1
8,2019-01-21,4,12,aS,0
8,2019-01-21,1,1,aO,1
8,2019-01-21,17,43,fL,0
8,2019-01-21,9,12,bBCD,0
8,2019-01-21,1,1,bBCA,45
8,2019-01-21,2,3,fL,7
8,2019-01-21,11,12,nR,1
8,2019-01-21,1,2,aS,45
8,2019-01-21,1,1,aO,21
8,2019-01-21,1,1,nR,14
8,2019-01-21,17,21,aO,0
8,2019-01-21,1,1,aS,21
8,2019-01-21,1,10,aS,7
8,2019-01-21,1,2,fL,21
8,2019-01-21,6,9,nR,7
8,2019-01-21,1,3,aS,1
8,2019-01-21,1,2,nO,14
8,2019-01-21,1,3,fL,45
8,2019-01-21,11,145,cFE,0
8,2019-01-21,2,13,fL,1
8,2019-01-21,1,1,bBCA,21
8,2019-01-21,10,21,bBCA,0
8,2019-01-21,1,1,sD,21
8,2019-01-21,1,2,sD,45
8,2019-01-21,1,1,aO,14
9,2019-01-21,4,4,aO,7
9,2019-01-21,1,3,fL,14
9,2019-01-21,2,4,bST,0
9,2019-01-21,1,1,bBCA,14
9,2019-01-21,1,1,bBCD,7
9,2019-01-21,1,8,sD,14
9,2019-01-21,19,71,fL,0
9,2019-01-21,3,5,fL,1
9,2019-01-21,11,51,sD,0
9,2019-01-21,2,5,sD,7
9,2019-01-21,5,5,nR,1
9,2019-01-21,5,11,nR,0
9,2019-01-21,1,2,sD,21
9,2019-01-21,1,1,nO,7
9,2019-01-21,1,1,nO,0
9,2019-01-21,5,8,bBCD,0
9,2019-01-21,1,1,bBCA,7
9,2019-01-21,7,17,bBCA,0
9,2019-01-21,1,1,bBCD,1
9,2019-01-21,1,2,aS,7
9,2019-01-21,5,5,aO,1
9,2019-01-21,1,1,bBCA,1
9,2019-01-21,1,1,aO,14
9,2019-01-21,1,1,nR,21
9,2019-01-21,3,8,sD,1
9,2019-01-21,1,1,aS,1
9,2019-01-21,1,1,aO,21
9,2019-01-21,3,3,nR,7
9,2019-01-21,25,28,aO,0
9,2019-01-21,19,386,cFE,0
9,2019-01-21,1,2,aS,21
9,2019-01-21,3,5,fL,7
9,2019-01-21,1,2,fL,21
9,2019-01-21,3,20,aS,0
10,2019-01-21,1,1,nO,45
10,2019-01-21,8,10,bBCD,0
10,2019-01-21,8,9,nR,7
10,2019-01-21,1,1,nR,45
10,2019-01-21,1,1,bST,7
10,2019-01-21,1,1,aO,45
10,2019-01-21,1,1,cFE,7
10,2019-01-21,2,7,bBCA,14
10,2019-01-21,2,5,bST,14
10,2019-01-21,1,1,nO,14
10,2019-01-21,2,2,sD,7
10,2019-01-21,1,2,aS,7
10,2019-01-21,19,28,aO,0
10,2019-01-21,2,2,bBCA,7
10,2019-01-21,8,37,sD,0
10,2019-01-21,3,12,fL,7
10,2019-01-21,4,22,aS,0
10,2019-01-21,2,24,fL,14
10,2019-01-21,1,1,sD,1
10,2019-01-21,15,17,nR,0
10,2019-01-21,15,19,nR,1
10,2019-01-21,2,4,bST,0
10,2019-01-21,2,16,sD,14
10,2019-01-21,3,3,nO,0
10,2019-01-21,13,246,cFE,0
10,2019-01-21,2,24,aS,14
10,2019-01-21,1,1,cFE,14
10,2019-01-21,1,2,nO,21
10,2019-01-21,3,6,aO,14
10,2019-01-21,2,5,bBCD,14
10,2019-01-21,5,5,aO,7
10,2019-01-21,1,1,fL,1
10,2019-01-21,3,4,nO,7
10,2019-01-21,1,6,nR,14
10,2019-01-21,1,2,nR,21
10,2019-01-21,1,1,aO,21
10,2019-01-21,9,24,bBCA,0
10,2019-01-21,15,65,fL,0
10,2019-01-21,2,2,bBCD,7
11,2019-01-21,5,9,bBCA,0
11,2019-01-21,2,26,aS,1
11,2019-01-21,3,10,aS,0
11,2019-01-21,2,2,aO,7
11,2019-01-21,1,1,sD,21
11,2019-01-21,1,2,fL,45
11,2019-01-21,1,2,sD,45
11,2019-01-21,1,2,nO,1
11,2019-01-21,4,6,nR,7
11,2019-01-21,1,1,bBCA,21
11,2019-01-21,11,51,fL,0
11,2019-01-21,12,15,nR,1
11,2019-01-21,1,1,aO,45
11,2019-01-21,3,3,bBCD,1
11,2019-01-21,1,1,bBCD,21
11,2019-01-21,2,6,bST,1
11,2019-01-21,3,28,sD,1
11,2019-01-21,1,2,bST,21
11,2019-01-21,2,6,bST,7
11,2019-01-21,1,2,nR,14
11,2019-01-21,3,3,bBCA,1
11,2019-01-21,6,21,sD,0
11,2019-01-21,1,2,aS,7
11,2019-01-21,3,20,fL,1
11,2019-01-21,2,2,bBCA,14
11,2019-01-21,14,19,aO,0
11,2019-01-21,3,4,aO,14
11,2019-01-21,1,3,cFE,1
11,2019-01-21,1,1,aO,21
11,2019-01-21,2,2,bBCD,14
11,2019-01-21,1,3,sD,14
11,2019-01-21,8,720,cFE,0
11,2019-01-21,1,3,aS,21
11,2019-01-21,2,6,fL,7
11,2019-01-21,2,6,fL,14
11,2019-01-21,2,6,sD,7
11,2019-01-21,2,4,bST,0
11,2019-01-21,1,2,fL,21
11,2019-01-21,10,11,nR,0
11,2019-01-21,3,4,aO,1
11,2019-01-21,3,3,bBCD,0
12,2019-01-21,1,3,fL,45
12,2019-01-21,1,1,nO,1
12,2019-01-21,6,6,nR,0
12,2019-01-21,1,1,bBCA,7
12,2019-01-21,1,2,bBCD,1
12,2019-01-21,1,11,aS,1
12,2019-01-21,1,1,bBCA,45
12,2019-01-21,5,7,nR,1
12,2019-01-21,1,3,aS,45
12,2019-01-21,1,2,bBCA,1
12,2019-01-21,1,3,aS,7
12,2019-01-21,1,2,nR,45
12,2019-01-21,8,9,nR,7
12,2019-01-21,1,9,sD,1
12,2019-01-21,11,40,fL,0
12,2019-01-21,1,1,bST,1
12,2019-01-21,12,14,bBCA,0
12,2019-01-21,2,5,fL,7
12,2019-01-21,17,18,aO,0
12,2019-01-21,1,1,bBCD,7
12,2019-01-21,2,4,bST,0
12,2019-01-21,1,1,bBCD,45
12,2019-01-21,8,8,bBCD,0
12,2019-01-21,1,1,nO,0
12,2019-01-21,4,14,aS,0
12,2019-01-21,2,6,aO,1
12,2019-01-21,5,24,sD,0
12,2019-01-21,1,17,sD,7
12,2019-01-21,15,77,cFE,0
12,2019-01-21,2,2,aO,7
12,2019-01-21,1,12,fL,1
12,2019-01-21,1,2,sD,45
13,2019-01-21,1,1,nO,1
13,2019-01-21,1,5,fL,21
13,2019-01-21,6,9,nR,0
13,2019-01-21,1,1,sD,21
13,2019-01-21,4,7,nR,7
13,2019-01-21,1,2,fL,7
13,2019-01-21,4,9,fL,1
13,2019-01-21,2,2,bBCA,14
13,2019-01-21,11,42,fL,0
13,2019-01-21,1,2,bST,14
13,2019-01-21,2,2,nR,1
13,2019-01-21,3,28,aS,0
13,2019-01-21,7,52,sD,0
13,2019-01-21,7,17,bBCA,0
13,2019-01-21,3,3,aO,1
13,2019-01-21,1,3,aO,21
13,2019-01-21,1,1,bBCD,14
13,2019-01-21,2,4,aS,1
13,2019-01-21,3,10,fL,14
13,2019-01-21,1,1,aO,7
13,2019-01-21,3,3,aO,14
13,2019-01-21,2,7,bST,0
13,2019-01-21,1,2,aS,14
13,2019-01-21,2,2,bBCD,1
13,2019-01-21,2,2,bST,1
13,2019-01-21,6,12,bBCD,0
13,2019-01-21,3,15,sD,14
13,2019-01-21,14,20,aO,0
13,2019-01-21,3,4,bBCA,1
13,2019-01-21,2,50,cFE,1
13,2019-01-21,7,64,cFE,0
13,2019-01-21,1,2,aS,7
13,2019-01-21,1,2,sD,7
13,2019-01-21,2,4,sD,1
14,2019-01-21,1,1,bBCD,21
14,2019-01-21,1,7,aS,14
14,2019-01-21,2,5,cFE,1
14,2019-01-21,5,6,aO,1
14,2019-01-21,1,1,aS,1
14,2019-01-21,1,2,cFE,7
14,2019-01-21,1,1,aO,14
14,2019-01-21,16,20,aO,0
14,2019-01-21,16,16,nR,1
14,2019-01-21,2,3,bST,0
14,2019-01-21,9,11,bBCD,0
14,2019-01-21,1,1,aO,7
14,2019-01-21,1,1,fL,45
14,2019-01-21,13,42,fL,0
14,2019-01-21,1,3,bBCA,1
14,2019-01-21,1,2,aS,21
14,2019-01-21,1,1,nO,45
14,2019-01-21,2,2,nO,1
14,2019-01-21,10,49,cFE,0
14,2019-01-21,23,25,nR,0
14,2019-01-21,1,1,bBCD,45
14,2019-01-21,3,7,fL,1
14,2019-01-21,21,33,nR,7
14,2019-01-21,1,2,bST,14
14,2019-01-21,2,5,sD,21
14,2019-01-21,1,1,nO,7
14,2019-01-21,1,2,bST,1
14,2019-01-21,1,1,nR,21
14,2019-01-21,1,1,bBCD,7
14,2019-01-21,1,5,fL,7
14,2019-01-21,1,1,bBCA,7
14,2019-01-21,5,16,sD,0
14,2019-01-21,1,1,bST,21
14,2019-01-21,10,19,bBCA,0
14,2019-01-21,1,1,nO,21
14,2019-01-21,2,3,fL,14
14,2019-01-21,1,1,bBCA,21
14,2019-01-21,2,2,aO,21
14,2019-01-21,4,4,nO,0
14,2019-01-21,1,8,sD,1
14,2019-01-21,1,1,nR,45
14,2019-01-21,2,4,fL,21
14,2019-01-21,1,2,bBCA,45
14,2019-01-21,6,21,aS,0
14,2019-01-21,2,2,aO,45
14,2019-01-21,2,11,sD,14
14,2019-01-21,1,3,sD,7
14,2019-01-21,1,5,aS,7
15,2019-01-21,5,6,bBCD,0
15,2019-01-21,1,1,bBCD,7
15,2019-01-21,2,3,nO,7
15,2019-01-21,4,6,aO,1
15,2019-01-21,1,5,fL,14
15,2019-01-21,1,2,fL,7
15,2019-01-21,7,21,bBCA,0
15,2019-01-21,3,3,bST,0
15,2019-01-21,14,46,fL,0
15,2019-01-21,1,1,bST,1
15,2019-01-21,1,1,aO,7
15,2019-01-21,15,240,cFE,0
15,2019-01-21,2,2,sD,1
15,2019-01-21,7,7,nR,0
15,2019-01-21,15,16,nR,1
15,2019-01-21,2,2,nR,21
15,2019-01-21,19,20,aO,0
15,2019-01-21,1,2,nO,0
15,2019-01-21,1,1,aO,14
15,2019-01-21,1,1,aO,21
15,2019-01-21,1,2,bBCA,7
15,2019-01-21,1,1,nO,21
15,2019-01-21,1,1,nO,1
15,2019-01-21,1,1,cFE,7
15,2019-01-21,1,1,aS,1
15,2019-01-21,2,3,bBCD,1
15,2019-01-21,1,3,cFE,1
15,2019-01-21,2,4,bBCA,1
15,2019-01-21,3,11,fL,1
15,2019-01-21,5,16,aS,0
15,2019-01-21,6,53,sD,0
15,2019-01-21,1,1,aS,7
15,2019-01-21,7,8,nR,7
16,2019-01-21,1,4,sD,14
16,2019-01-21,1,5,sD,7
16,2019-01-21,3,3,bBCA,0
16,2019-01-21,1,2,aS,1
16,2019-01-21,12,14,nR,0
16,2019-01-21,2,4,fL,1
16,2019-01-21,1,1,nO,14
16,2019-01-21,2,2,nO,0
16,2019-01-21,1,3,fL,7
16,2019-01-21,3,3,bBCD,0
16,2019-01-21,2,6,sD,0
16,2019-01-21,3,8,aS,0
16,2019-01-21,2,3,bBCA,14
16,2019-01-21,2,3,bBCD,14
16,2019-01-21,1,5,fL,14
16,2019-01-21,1,1,bST,0
16,2019-01-21,1,1,cFE,14
16,2019-01-21,2,4,nR,1
16,2019-01-21,3,7,sD,1
16,2019-01-21,1,389,cFE,1
16,2019-01-21,2,2,aO,1
16,2019-01-21,4,83,cFE,0
16,2019-01-21,2,2,aO,14
16,2019-01-21,6,16,fL,0
16,2019-01-21,1,1,nR,21
16,2019-01-21,1,1,bBCA,1
16,2019-01-21,7,7,aO,0
16,2019-01-21,1,4,cFE,7
16,2019-01-21,1,1,aO,7
17,2019-01-21,3,4,bBCA,0
17,2019-01-21,1,3,cFE,1
17,2019-01-21,1,6,cFE,14
17,2019-01-21,1,1,nR,21
17,2019-01-21,2,4,aS,0
17,2019-01-21,2,2,bBCA,1
17,2019-01-21,5,5,nR,1
17,2019-01-21,3,3,aO,1
17,2019-01-21,1,1,bBCA,14
17,2019-01-21,2,5,aS,1
17,2019-01-21,1,1,bBCD,1
17,2019-01-21,2,3,bST,1
17,2019-01-21,1,2,fL,14
17,2019-01-21,3,3,nR,0
17,2019-01-21,1,1,aO,14
17,2019-01-21,2,13,sD,1
17,2019-01-21,3,8,fL,1
17,2019-01-21,7,7,aO,0
17,2019-01-21,5,381,cFE,0
17,2019-01-21,1,1,bBCD,14
17,2019-01-21,1,1,nO,0
17,2019-01-21,3,6,sD,0
17,2019-01-21,7,7,nR,7
17,2019-01-21,1,6,sD,14
17,2019-01-21,6,23,fL,0
17,2019-01-21,2,2,bBCD,0
17,2019-01-21,1,1,bST,14
18,2019-01-21,2,3,nR,0
18,2019-01-21,1,15,aS,45
18,2019-01-21,1,4,aS,1
18,2019-01-21,1,1,bBCD,0
18,2019-01-21,1,2,bST,1
18,2019-01-21,3,3,cFE,0
18,2019-01-21,1,3,fL,1
18,2019-01-21,1,2,bST,0
18,2019-01-21,1,1,nR,7
18,2019-01-21,1,7,fL,45
18,2019-01-21,2,4,sD,0
18,2019-01-21,3,3,fL,0
18,2019-01-21,1,1,bBCA,0
18,2019-01-21,1,1,aO,1
